smiles,scaffold,logP,tPSA,QED
CCOC(=O)c1sc(NC(=O)Nc2cn[nH]c2)cc1C,O=C(Nc1cn[nH]c1)Nc1cccs1,2.60032,96.11,0.75507855
Cc1cc(C(=O)Nc2cc(NC(=O)CC(C)C)ccn2)[nH]n1,O=C(Nc1ccccn1)c1ccn[nH]1,2.35002,99.77,0.788852055
COc1ccc2c(=O)cc(C(=O)Nc3ccccc3C(N)=O)oc2c1,O=C(Nc1ccccc1)c1cc(=O)c2ccccc2o1,2.1528,111.63,0.756874393
CCCC(NC(=O)c1onc(C)c1N)c1nccs1,O=C(NCc1nccs1)c1ccno1,2.29292,94.04,0.875948765
CCCNC(=O)c1cccc(NC(=O)C2(C#N)CCCCC2)n1,O=C(Nc1ccccn1)C1CCCCC1,2.63398,94.88,0.873070068
Cc1cccc(C(=O)Nc2ccc(CS(=O)(=O)NCCC#N)cc2)c1,O=C(Nc1ccccc1)c1ccccc1,2.5804,99.06,0.74402947
Cc1ccc(NC(=O)CCc2ccc(OCC(N)=O)cc2)cc1C#N,O=C(CCc1ccccc1)Nc1ccccc1,2.3021,105.21,0.808361285
CCCNC(=O)c1cccc(NC(=O)N(C)Cc2cc(C)on2)n1,O=C(NCc1ccon1)Nc1ccccn1,2.18172,100.36,0.84478781
Cc1nc2cc(C#N)ccc2nc1C(C#N)CCC#N,c1ccc2nccnc2c1,2.72086,97.15,0.845565307
COc1cc(NC(=O)c2cccc(NC(C)=O)c2)ccc1NC(C)=O,O=C(Nc1ccccc1)c1ccccc1,2.8643,96.53,0.778906851
COCCOc1ccc(NC(=O)Nc2cc(C)no2)cc1OC,O=C(Nc1ccccc1)Nc1ccno1,2.66082,94.85,0.761336635
CC(=O)Nc1cc(S(=O)(=O)Nc2ccccc2C)ccc1O,O=S(=O)(Nc1ccccc1)c1ccccc1,2.45982,95.5,0.754077583
Cc1cccc(NC(=O)Sc2ncc(C#N)cc2N)c1,O=C(Nc1ccccc1)Sc1ccccn1,3.1681,91.8,0.826286379
CCOC(=O)c1noc(CNc2ccccc2OCC)c1N,c1ccc(NCc2ccno2)cc1,2.4443,99.61,0.757700014
CCOC(=O)c1nc2ccc(NC(=O)C(C)CC(C)O)cc2o1,c1ccc2ocnc2c1,2.35,101.66,0.792203584
CCc1noc(CC)c1CNC(=O)Nc1ccccc1C(N)=O,O=C(NCc1cnoc1)Nc1ccccc1,2.22,110.25,0.758479037
COc1ccc(-c2nccn2C(C)CC#N)c(N)c1O,c1ccc(-c2ncc[nH]2)cc1,2.32118,97.09,0.657225999
Cc1cc(-c2nc(CNc3ncccc3C#N)no2)ccn1,c1ccc(NCc2noc(-c3ccncc3)n2)nc1,2.3188,100.52,0.78695642
Cc1cc(C(=O)Nc2ncc(Br)cc2C#N)ccc1N,O=C(Nc1ccccn1)c1ccccc1,2.8587,91.8,0.827881042
COc1ccc(NC(C)=O)c(NC(=O)c2ccc(NC(C)=O)cc2)c1,O=C(Nc1ccccc1)c1ccccc1,2.8643,96.53,0.778906851
COc1ccc(C#N)cc1NC(=O)CSc1ccccc1N,O=C(CSc1ccccc1)Nc1ccccc1,2.87988,88.14,0.654326807
CCCn1nnnc1Sc1ccc(NC(=O)CC#N)cc1,c1ccc(Sc2nnn[nH]2)cc1,2.08648,96.49,0.877234264
CC(C)n1cnnc1SCC(=O)Nc1ccc(Cl)cc1C#N,O=C(CSc1nnc[nH]1)Nc1ccccc1,3.11488,83.6,0.848591943
CC(C)(C)OC(=O)NCCNC(=O)c1csc(-c2ccccn2)n1,c1ccc(-c2nccs2)nc1,2.4596,93.21,0.809761285
COC(=O)Nc1nc(CC(=O)Nc2ccc(F)cc2C)c[nH]1,O=C(Cc1c[nH]cn1)Nc1ccccc1,2.21672,96.11,0.806634522
Cc1noc(C)c1C(C)NC(=O)CSc1nnnn1C1CCCC1,O=C(CSc1nnnn1C1CCCC1)NCc1cnoc1,2.36254,98.73,0.798417282
CCCC(=O)Nc1ccc(C2NC(=O)c3ccccc3N=C2N)cc1,O=C1NC(c2ccccc2)C=Nc2ccccc21,2.8986,96.58,0.800651053
Cc1nc2ccccc2nc1NS(=O)(=O)c1c(C)noc1C,O=S(=O)(Nc1cnc2ccccc2n1)c1cnoc1,2.34386,97.98,0.79567031
Nc1ccc(NC(=O)CCc2nc(C3CCCC3)no2)cc1,O=C(CCc1nc(C2CCCC2)no1)Nc1ccccc1,2.8807,94.04,0.827954009
Cc1nc(CNc2cc(C(C)C)nc(N)c2C#N)co1,c1cc(NCc2cocn2)ccn1,2.5674,100.76,0.885830817
Cc1ncoc1C(=O)N1CCC1c1nc(-c2ccc(F)cc2)no1,O=C(c1cnco1)N1CCC1c1nc(-c2ccccc2)no1,2.75932,85.26,0.734731463
CC(Sc1ccc(C#N)cn1)C(=O)Nc1ccccc1C(N)=O,O=C(CSc1ccccn1)Nc1ccccc1,2.17148,108.87,0.818461432
CCNC(=O)c1ccc(NC(=O)Nc2cc(C)on2)c(C)c1,O=C(Nc1ccccc1)Nc1ccon1,2.68514,96.26,0.808640233
O=C(CCNC(=O)c1ccco1)Nc1ccc(NC(=O)C2CC2)cc1,O=C(CCNC(=O)c1ccco1)Nc1ccc(NC(=O)C2CC2)cc1,2.3867,100.44,0.719623358
Cc1cccc(NC(=O)OC(C)C(=O)NCc2ccncc2)c1O,O=C(COC(=O)Nc1ccccc1)NCc1ccncc1,2.34902,100.55,0.731123454
CC(=O)Nc1ccc(N2CC(C(=O)Nc3ccccc3C#N)CC2=O)cc1,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,2.50828,102.3,0.872159116
COc1ccc(C)cc1NC(=O)CSc1ncc(N)cc1N,O=C(CSc1ccccn1)Nc1ccccc1,2.29382,103.26,0.730878954
Cc1ccoc1-c1nc(C(=O)N(CC(N)=O)c2ccccc2)co1,O=C(Nc1ccccc1)c1coc(-c2ccco2)n1,2.37512,102.57,0.775514737
O=C(CSc1ncn[nH]1)Nc1nnc(C2CCCCC2)s1,O=C(CSc1ncn[nH]1)Nc1nnc(C2CCCCC2)s1,2.4347,96.45,0.820027078
CCc1nc(C)c(C(=O)Nc2nnc(-c3ccco3)o2)s1,O=C(Nc1nnc(-c2ccco2)o1)c1cncs1,2.90922,94.05,0.79608245
COc1cc(C2CC(O)=Nc3[nH]ncc32)cc(OC)c1OC,C1=Nc2[nH]ncc2C(c2ccccc2)C1,2.5591,88.96,0.905784673
Cc1ccc(NC(=O)NCc2noc(C)c2C)cc1C#N,O=C(NCc1ccon1)Nc1ccccc1,2.79324,90.95,0.906224302
COC(=O)c1ccc(NC(=O)NCCc2nc(C)cc(C)n2)cc1C,O=C(NCCc1ncccn1)Nc1ccccc1,2.55266,93.21,0.814664305
CCCNc1ncc(C(=O)Nc2ccccc2C(N)=O)cc1Cl,O=C(Nc1ccccc1)c1cccnc1,2.9081,97.11,0.757235727
CC(=O)Nc1ccc(NC(=O)Nc2cc(C)on2)cc1,O=C(Nc1ccccc1)Nc1ccon1,2.58542,96.26,0.801012951
COc1ccc(C(=O)Nc2ccc(Cl)cc2C(N)=O)cc1O,O=C(Nc1ccccc1)c1ccccc1,2.4054,101.65,0.804631335
CCCCNC(=O)c1onc(-c2ccc3c(c2)OCCO3)c1N,c1cc(-c2ccc3c(c2)OCCO3)no1,2.2249,99.61,0.820317018
O=C(Nc1ccccc1OC(=O)c1ncco1)NC1CCC1,O=C(Nc1ccccc1OC(=O)c1ncco1)NC1CCC1,2.5678,93.46,0.668394335
COC(=O)c1sc(NC(=O)c2ccc(C)cc2O)cc1C#N,O=C(Nc1cccs1)c1ccccc1,2.6727,99.42,0.848062385
N#Cc1ccc(C(=O)Nc2ccc3[nH]c(=O)oc3c2)cc1,O=C(Nc1ccc2[nH]c(=O)oc2c1)c1ccccc1,2.24508,98.89,0.751015493
COc1ccc(C(=O)Nc2nnc(-c3cccs3)o2)cc1O,O=C(Nc1nnc(-c2cccs2)o1)c1ccccc1,2.7646,97.48,0.7676313
COc1ccc(C(=O)Nc2nnc(-c3cc(C)no3)s2)cc1OC,O=C(Nc1nnc(-c2ccno2)s1)c1ccccc1,2.77102,99.37,0.757990335
NC(=O)c1ncccc1NC(=O)CCC(=O)c1ccccc1Cl,O=C(CCC(=O)c1ccccc1)Nc1cccnc1,2.4355,102.15,0.793363898
Cc1ccc(-n2nnnc2SCC(=O)Nc2c(C)noc2C)cc1,O=C(CSc1nnnn1-c1ccccc1)Nc1cnoc1,2.30636,98.73,0.709023615
N#Cc1ccccc1Oc1ccc(C(=O)Nc2nncs2)cn1,O=C(Nc1nncs1)c1ccc(Oc2ccccc2)nc1,2.84938,100.79,0.791991398
COc1ccc(NC(=O)COc2ccccc2)cc1NC(=O)CC#N,O=C(COc1ccccc1)Nc1ccccc1,2.56488,100.45,0.80727183
COc1ccc(Nc2ncnc(NC3CC3)c2N)cc1OC,c1ccc(Nc2cc(NC3CC3)ncn2)cc1,2.3939,94.32,0.753760082
Cc1cccnc1NC(=O)Nc1ccc(C(=O)NC(C)C)cn1,O=C(Nc1ccccn1)Nc1ccccn1,2.56722,96.01,0.807985349
Cc1nc(CNc2ncccc2SCC(C)C#N)no1,c1ccc(NCc2ncon2)nc1,2.6369,87.63,0.81763962
Cc1nc[nH]c1C(=O)Nc1ccc(NC(=O)C2CC3CCC2O3)cc1,O=C(Nc1ccc(NC(=O)C2CC3CCC2O3)cc1)c1cnc[nH]1,2.47642,96.11,0.796502251
CCCNc1ncnc(Nc2ccc(C)cc2C)c1C(N)=O,c1ccc(Nc2ccncn2)cc1,2.75784,92.93,0.762354871
CCc1onc(C)c1NC(=O)NC(C)C(=O)Nc1ccccc1,O=C(CNC(=O)Nc1cnoc1)Nc1ccccc1,2.69412,96.26,0.789870709
Cc1oncc1C(=O)Nc1noc(-c2ccoc2C)n1,O=C(Nc1noc(-c2ccoc2)n1)c1cnoc1,2.18674,107.19,0.779320854
CCOc1ccc(-c2nnc(-c3ccno3)o2)cc1N,c1ccc(-c2nnc(-c3ccno3)o2)cc1,2.3725,100.2,0.727352065
CC(C)(C)OC(=O)NCCNC(=O)c1onc2ccccc12,c1ccc2nocc2c1,2.0823,93.46,0.843527552
Cc1ccc(NC(=O)c2cnc(N)nc2N)cc1Cl,O=C(Nc1ccccc1)c1cncnc1,1.85512,106.92,0.776458626
CC(=O)Nc1ccc(NC(=O)NCc2nc(C)sc2C)nc1,O=C(NCc1cscn1)Nc1ccccn1,2.43504,96.01,0.806177617
Cc1ccccc1OC(C)C(=O)Nc1ncc(N)cc1N,O=C(COc1ccccc1)Nc1ccccn1,1.96042,103.26,0.796804486
Cc1nnc(NC(=O)CSc2nnc(-c3ccsc3)o2)s1,O=C(CSc1nnc(-c2ccsc2)o1)Nc1nncs1,2.68882,93.8,0.714152346
CC(C)C(NC(=O)OC(C)(C)C)C(=O)Nc1ccc(N)nc1,c1ccncc1,2.1516,106.34,0.789871046
CC(C)(C)NC(=O)c1ccc(Nc2ncccc2N)o1,c1ccc(Nc2ccco2)nc1,2.5287,93.18,0.799324971
Cc1cc(NC(=O)Cc2nc(-c3ccco3)oc2C)no1,O=C(Cc1coc(-c2ccco2)n1)Nc1ccon1,2.72064,94.3,0.79240771
CCCOc1ncnc(Nc2ncc(NCC)cc2Cl)c1N,c1ccc(Nc2ccncn2)nc1,3.0714,97.98,0.720136929
CC(C)(C)OC(=O)NCCCc1nc(-c2ccco2)n[nH]1,c1coc(-c2nc[nH]n2)c1,2.522,93.04,0.825899668
COc1ccc(CC(=O)Nc2nnc(-c3ccco3)o2)cc1,O=C(Cc1ccccc1)Nc1nnc(-c2ccco2)o1,2.5194,90.39,0.778147298
CCCCc1nnc(NC(=O)c2cc(OCC#N)ccc2C)o1,O=C(Nc1nnco1)c1ccccc1,2.8753,101.04,0.842880775
COC(=O)Nc1cccc(C(C)NC(=O)OCc2ccnn2C)c1,O=C(NCc1ccccc1)OCc1ccn[nH]1,2.5858,94.48,0.87739301
Cc1noc(CN(C(=O)NCc2onc(C)c2C)C2CCCCC2)n1,O=C(NCc1ccno1)N(Cc1ncno1)C1CCCCC1,3.02736,97.29,0.892650877
CCCc1noc(CSc2ncc(C#N)cc2C#N)n1,c1ccc(SCc2ncno2)nc1,2.45276,99.39,0.777617436
O=C(Nc1nnc(-c2ccco2)o1)c1ccoc1,O=C(Nc1nnc(-c2ccco2)o1)c1ccoc1,2.1749,94.3,0.759373692
COc1ccc(C)cc1NC(=O)Nc1nc(C)n[nH]1,O=C(Nc1ccccc1)Nc1ncn[nH]1,2.07414,91.93,0.788278955
NC(=O)c1ccccc1NC(=O)c1csc(NC2CC2)n1,O=C(Nc1ccccc1)c1csc(NC2CC2)n1,2.0686,97.11,0.787270843
CCCc1cc(NC(=O)c2ccc(S(=O)(=O)NCC)cc2C)no1,O=C(Nc1ccon1)c1ccccc1,2.48602,101.3,0.797861592
CCCNC(=O)c1cnc(CSc2nnc(C(C)C)o2)o1,c1coc(CSc2nnco2)n1,2.6131,94.05,0.785368539
Cc1cc(NC(=O)NC(c2ccccc2)c2nnc(C)n2C)on1,O=C(Nc1ccno1)NC(c1ccccc1)c1nnc[nH]1,2.33104,97.87,0.766589565
Cc1noc(C(C)C)c1C(=O)Nc1ccc(-n2cncn2)nc1,O=C(Nc1ccc(-n2cncn2)nc1)c1cnoc1,2.33442,98.73,0.793529106
CC(=O)Nc1c(Cl)cccc1NC(=O)Nc1nncs1,O=C(Nc1ccccc1)Nc1nncs1,2.7939,96.01,0.811744194
COc1ccccc1NC(=O)Nc1ccc(CNS(C)(=O)=O)cc1,O=C(Nc1ccccc1)Nc1ccccc1,2.3884,96.53,0.745878423
Cc1nc(C(=O)Nc2ccncc2)c(NC(=O)c2ccncc2)s1,O=C(Nc1scnc1C(=O)Nc1ccncc1)c1ccncc1,2.74612,96.87,0.761623706
COc1ccccc1NC(=O)CSc1n[nH]c(N)c1Cl,O=C(CSc1cc[nH]n1)Nc1ccccc1,2.3847,93.03,0.737080986
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2cc(C)no2)c1C,O=C(Nc1ccno1)c1ccc[nH]1,2.35696,97.22,0.842663027
CC(=O)Nc1ccc(NC(=O)c2cc(C)oc2N)cc1,O=C(Nc1ccccc1)c1ccoc1,2.38092,97.36,0.799298214
COc1cc(NC(=O)COc2ccccc2C(N)=O)ccc1Cl,O=C(COc1ccccc1)Nc1ccccc1,2.465,90.65,0.848624178
O=C(CCCNC(=O)c1ncoc1C1CC1)Nc1ncc(Cl)cn1,O=C(CCCNC(=O)c1ncoc1C1CC1)Nc1ncccn1,2.1441,110.01,0.740890714
Cc1noc(-c2ccc(C(=O)Nc3ccccc3C#N)cc2)n1,O=C(Nc1ccccc1)c1ccc(-c2ncno2)cc1,3.169,91.81,0.802001566
COc1ccc(NC(=O)c2cccc(NC(=O)NC3CC3)c2)cn1,O=C(Nc1cccc(C(=O)Nc2cccnc2)c1)NC1CC1,2.6264,92.35,0.787327596
CCOC(=O)c1ccc(NC(=O)NCc2ncoc2C)c(C)c1,O=C(NCc1cocn1)Nc1ccccc1,2.78984,93.46,0.827075565
Cc1ccc(NC(=O)CSc2n[nH]c(N)c2Br)nc1,O=C(CSc1cc[nH]n1)Nc1ccccn1,2.18862,96.69,0.740339166
COc1cc(C(=O)N2CCCC2c2nc(-c3ccco3)n[nH]2)co1,O=C(c1ccoc1)N1CCCC1c1nc(-c2ccco2)n[nH]1,2.6436,97.39,0.79047088
CC(C)c1nnc(SCC(=O)Nc2ncccc2Cl)o1,O=C(CSc1nnco1)Nc1ccccn1,2.9722,80.91,0.85480992
CC(=O)Nc1cccc(NC(=O)NCc2ncoc2C)c1C,O=C(NCc1cocn1)Nc1ccccc1,2.57154,96.26,0.808366653
COc1ccc(NC(=O)Nc2cc(C)on2)c(N)c1,O=C(Nc1ccccc1)Nc1ccon1,2.21782,102.41,0.735822424
COc1ccc(C(C)NC(=O)Nc2ccc(C(N)=O)cc2F)cc1,O=C(NCc1ccccc1)Nc1ccccc1,2.8159,93.45,0.786221436
COc1ccc(NC(=O)c2ccc(NC(C)=O)cc2)cc1NC(C)=O,O=C(Nc1ccccc1)c1ccccc1,2.8643,96.53,0.778906851
Cc1ccc(NC(=O)Nc2ccc(C(N)=O)cc2C)o1,O=C(Nc1ccccc1)Nc1ccco1,2.63934,97.36,0.801368205
Cc1nn(-c2ccccc2Cl)nc1C(=O)Nc1ncccc1C#N,O=C(Nc1ccccn1)c1cnn(-c2ccccc2)n1,2.7481,96.49,0.791602544
COc1ccc(NC(=O)c2ccc(NC(C)=O)cc2)cc1C(N)=O,O=C(Nc1ccccc1)c1ccccc1,2.0048,110.52,0.779712003
CCCc1nnc(NC(=O)CSc2nc(C)ccc2C#N)s1,O=C(CSc1ccccn1)Nc1nncs1,2.7965,91.56,0.817336601
COc1ccc(-c2nc(-c3cc(C#N)c[nH]3)no2)cc1OC,c1ccc(-c2nc(-c3ccc[nH]3)no2)cc1,2.62058,96.96,0.794462563
COC(=O)Nc1ccc(OCC(=O)Nc2ccc(O)cc2)cc1,O=C(COc1ccccc1)Nc1ccccc1,2.588,96.89,0.736707522
COc1ccc(NC(=O)c2ccc(C)nc2N)c(OC(C)C)n1,O=C(Nc1cccnc1)c1cccnc1,2.41532,99.36,0.878503426
CC(C)c1ccc(C(=O)Nc2sccc2C(=O)OCC(N)=O)cc1,O=C(Nc1cccs1)c1ccccc1,2.7659,98.49,0.785756683
COC(=O)c1ccc(NC(=O)Nc2cc(C)on2)cc1F,O=C(Nc1ccccc1)Nc1ccon1,2.55272,93.46,0.848143426
N#CCCN(CCC#N)c1ccccc1NC(=O)NC1CC1,O=C(Nc1ccccc1)NC1CC1,2.60426,91.95,0.808798246
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C)cc2O)cc1,O=S(=O)(Nc1ccccc1)c1ccccc1,2.45982,95.5,0.754077583
CCOCc1c(C)cccc1NC(=O)c1snc(C#N)c1N,O=C(Nc1ccccc1)c1ccns1,2.6942,101.03,0.882825154
Cc1nnc(NC(=O)c2ccc(C(=O)Nc3ccccc3)o2)s1,O=C(Nc1ccccc1)c1ccc(C(=O)Nc2nncs2)o1,2.94412,97.12,0.767213991
CC(CC#N)Sc1ccc(NC(=O)CCC#N)cn1,c1ccncc1,2.71816,89.57,0.805402361
COC(=O)c1sccc1NC(=O)Oc1ccc(C#N)cn1,O=C(Nc1ccsc1)Oc1ccccn1,2.41228,101.31,0.873623195
CC(=O)c1ccc(NC(=O)CCNC(=O)c2ccccc2C#N)cc1,O=C(CCNC(=O)c1ccccc1)Nc1ccccc1,2.51948,99.06,0.792365856
Cc1noc(C(C)NC(=O)Nc2ccccc2O)c1C,O=C(NCc1ccno1)Nc1ccccc1,2.87974,87.39,0.751513872
COc1ccc(C(=O)Nc2cnoc2-c2noc(C)c2C)o1,O=C(Nc1cnoc1-c1ccon1)c1ccco1,2.80034,103.53,0.789796212
COc1ccccc1NC(=O)Nc1ccc(NS(C)(=O)=O)cc1,O=C(Nc1ccccc1)Nc1ccccc1,2.7107,96.53,0.782489694
COC(=O)c1c(NC(=O)c2ccc(-c3ccco3)nc2C)cnn1C,O=C(Nc1cn[nH]c1)c1ccc(-c2ccco2)nc1,2.42242,99.25,0.732341524
Cc1n[nH]c(C)c1C(C)NC(=O)Nc1ccccc1C#N,O=C(NCc1cn[nH]c1)Nc1ccccc1,2.78092,93.6,0.808080797
N#Cc1ccccc1NC(=O)c1cnc(-c2ccccn2)[nH]1,O=C(Nc1ccccc1)c1cnc(-c2ccccn2)[nH]1,2.59568,94.46,0.774416761
N#Cc1c(N)cc(N)nc1-c1ccc(Br)cc1,c1ccc(-c2ccccn2)cc1,2.54718,88.72,0.843900666
CC(C)Cn1ncc(NC(=O)c2cc(C(N)=O)c[nH]2)c1C(F)F,O=C(Nc1cn[nH]c1)c1ccc[nH]1,2.156,105.8,0.757376339
Cc1csc(C(=O)Nc2cccc(-c3nc(C)nc(N)n3)c2)n1,O=C(Nc1cccc(-c2ncncn2)c1)c1nccs1,2.44644,106.68,0.765359033
COc1ccccc1NC(=O)CCC(=O)Nc1cccc(C#N)c1,O=C(CCC(=O)Nc1ccccc1)Nc1ccccc1,2.92428,91.22,0.854791818
CNC(=O)Nc1ccc(OC)c(NC(=O)CC(C)n2nc(C)cc2C)c1,O=C(CCn1cccn1)Nc1ccccc1,2.84964,97.28,0.738633272
CC(=O)Nc1cc(C)nc(Nc2ncccc2Br)c1N,c1ccc(Nc2ccccn2)nc1,2.83172,92.93,0.801416198
COC(=O)c1[nH]c(C)cc1NC(=O)COc1ccccc1C#N,O=C(COc1ccccc1)Nc1cc[nH]c1,1.9989,104.21,0.821518524
Cc1ccc(-c2nc(NC(=O)c3cc(C)on3)no2)cc1,O=C(Nc1noc(-c2ccccc2)n1)c1ccon1,2.59374,94.05,0.794006897
COc1ccc(NC(=O)OCc2nc(C3CC3)no2)cc1O,O=C(Nc1ccccc1)OCc1nc(C2CC2)no1,2.4099,106.71,0.872996443
Cc1noc(C)c1CSc1nnc(C2CCCO2)o1,c1nocc1CSc1nnc(C2CCCO2)o1,2.81824,74.18,0.797505427
CCCCOc1ccccc1NC(=O)c1coc(C#N)n1,O=C(Nc1ccccc1)c1cocn1,2.97748,88.15,0.824128507
COc1ccccc1NC(=O)C1(C)Nc2cc(CCC(N)=O)ccc2O1,O=C(Nc1ccccc1)C1Nc2ccccc2O1,2.2723,102.68,0.737578685
N#CCCN(CCC#N)C(=O)CSc1nc2ccccc2[nH]1,c1ccc2[nH]cnc2c1,2.31096,96.57,0.791136554
CCOC(=O)c1sc2nc(SCC#N)ccc2c1N,c1cnc2sccc2c1,2.67088,89,0.688304694
CCN(CCO)C(=O)Cc1coc(NC(=O)Nc2ccc(C)cc2)n1,O=C(Nc1ccccc1)Nc1ncco1,2.01032,107.7,0.710666014
NC(=O)Nc1cccc(NC(=O)c2ccco2)c1Cl,O=C(Nc1ccccc1)c1ccco1,2.6759,97.36,0.805428956
Cc1nnc(NC(=O)c2snc(-c3ccccc3)c2N)s1,O=C(Nc1nncs1)c1cc(-c2ccccc2)ns1,2.80452,93.79,0.77441867
Cc1cc(Oc2ccc(NC(=O)c3snnc3C)cn2)no1,O=C(Nc1ccc(Oc2ccon2)nc1)c1cnns1,2.58254,103.03,0.788346885
Cc1cc(S(=O)(=O)Nc2cccc(-c3noc(C)n3)c2)ccn1,O=S(=O)(Nc1cccc(-c2ncon2)c1)c1ccncc1,2.54924,97.98,0.789181843
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2ccnn2CC)c1C,O=C(Nc1ccn[nH]1)c1ccc[nH]1,2.27694,89.01,0.829310801
CC(=O)Nc1ccc(NC(=O)c2cnc(NC(C)=O)s2)cc1,O=C(Nc1ccccc1)c1cncs1,2.3122,100.19,0.805018851
N#Cc1cccnc1Sc1ncc(N)cc1C#N,c1ccc(Sc2ccccn2)nc1,1.95336,99.38,0.877617259
Cc1nc(COc2ccc(NC(=O)c3ccnn3C)cc2Cl)no1,O=C(Nc1ccc(OCc2ncon2)cc1)c1ccn[nH]1,2.59622,95.07,0.761827951
COc1ccc(C(=O)NC(C)c2nc(-c3cccnc3)no2)cc1OC,O=C(NCc1nc(-c2cccnc2)no1)c1ccccc1,2.6398,99.37,0.72616853
CC(C)CNC(=O)c1ccc(NC(=O)Nc2nncs2)c(F)c1,O=C(Nc1ccccc1)Nc1nncs1,2.707,96.01,0.781424726
O=C(Nc1ccc(OC(F)F)cc1)Nc1nc[nH]c(=O)c1Cl,O=C(Nc1ccccc1)Nc1cc(=O)[nH]cn1,2.6687,96.11,0.802644148
CCOC(=O)c1sc(NC(=O)c2cc(C)on2)nc1SC,O=C(Nc1nccs1)c1ccon1,2.59042,94.32,0.665931427
NC(=O)Nc1ccccc1C(=O)OCc1ccccc1O,O=C(OCc1ccccc1)c1ccccc1,2.2398,101.65,0.74995046
Cc1ccccc1-c1nnc(NC(=O)NC2CCCC2CO)o1,O=C(Nc1nnc(-c2ccccc2)o1)NC1CCCC1,2.32752,100.28,0.803513032
Cc1cc(NC(=O)CSc2nsc(N)n2)nn1C1CCCC1,O=C(CSc1ncsn1)Nc1ccn(C2CCCC2)n1,2.47112,98.72,0.812662102
CC(=O)Nc1ccc(NC(=O)Nc2cc(C)on2)cc1,O=C(Nc1ccccc1)Nc1ccon1,2.58542,96.26,0.801012951
COc1ccccc1NC(=O)CSc1noc(N)c1C#N,O=C(CSc1ccon1)Nc1ccccc1,1.86788,114.17,0.810156477
COc1ccc(NC(=O)c2oc3ccncc3c2N)c(C)c1,O=C(Nc1ccccc1)c1cc2cnccc2o1,2.97932,90.38,0.775250556
CC(=O)Nc1sc(C(=O)Nc2cnoc2)cc1Br,O=C(Nc1cnoc1)c1cccs1,2.7093,84.23,0.906193425
Cc1cc(C)c(NC(=O)CSc2noc(N)n2)cc1Cl,O=C(CSc1ncon1)Nc1ccccc1,2.65284,94.04,0.842856047
COc1ccc(NC(=O)c2ccc3c(c2)nc(C)c(=O)n3C(C)C)cc1O,O=C(Nc1ccccc1)c1ccc2[nH]c(=O)cnc2c1,3.25232,93.45,0.738227327
COC(=O)c1sc2ncnc(NC(=O)CCC#N)c2c1C,c1ncc2ccsc2n1,2.0286,104.97,0.866365641
CCC(C)(C)N1CC(C(=O)OCc2nnc(-c3ccco3)o2)CC1=O,O=C1CC(C(=O)OCc2nnc(-c3ccco3)o2)CN1,2.4099,98.67,0.739884472
CCCOC(=O)c1csc(NC(=O)c2cccnc2N)c1,O=C(Nc1cccs1)c1cccnc1,2.5444,94.31,0.827800825
NC(=O)c1ccccc1NC(=O)COc1ccc(C2CCCO2)cc1,O=C(COc1ccc(C2CCCO2)cc1)Nc1ccccc1,2.6545,90.65,0.845653173
COc1ccc(Cl)cc1NC(=O)CSc1nnc(N)n1C1CC1,O=C(CSc1nncn1C1CC1)Nc1ccccc1,2.588,95.06,0.774892115
CCNS(=O)(=O)c1ccc(C)c(NC(=O)NCc2ccoc2C)c1,O=C(NCc1ccoc1)Nc1ccccc1,2.51634,100.44,0.74423606
Cc1ccoc1C(=O)Nc1nnc(SCC#N)s1,O=C(Nc1nncs1)c1ccco1,2.3075,91.81,0.682155334
Cc1noc(C)c1C(=O)Nc1nnc(-c2ccco2)s1,O=C(Nc1nnc(-c2ccco2)s1)c1cnoc1,2.65524,94.05,0.796521598
COc1cccc(NC(=O)Nc2cccc(-n3nnnc3C)c2)c1,O=C(Nc1ccccc1)Nc1cccc(-n2cnnn2)c1,2.62332,93.96,0.769163652
CCOC(=O)c1c(C)[nH]c(C(=O)NC2CCCCC2)c1C#N,O=C(NC1CCCCC1)c1ccc[nH]1,2.434,94.98,0.835064196
COc1ccccc1NC(=O)C(C)Sc1ncc(C#N)cc1N,O=C(CSc1ccccn1)Nc1ccccc1,2.66338,101.03,0.818333831
CCCCS(=O)(=O)Nc1ccc(NC(=O)c2ccoc2)cn1,O=C(Nc1cccnc1)c1ccoc1,2.4687,101.3,0.814782416
CCCOc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)c(OC)c1,O=C(Nc1ccccc1)c1ccccc1,2.8352,90.65,0.817450281
NC(=O)CCC(=O)Nc1ccccc1NC(=O)c1cccs1,O=C(Nc1ccccc1)c1cccs1,2.2044,101.29,0.760909272
CC(C)c1nnc(Sc2ccncc2C#N)cc1N,c1cnnc(Sc2ccncc2)c1,2.60008,88.48,0.922612904
CCCn1nc(C#N)cc1NC(=O)Nc1cccc(O)c1,O=C(Nc1ccccc1)Nc1ccn[nH]1,2.51438,102.97,0.802539065
CC(C)COc1cc(C(=O)Nc2ccc(N)nn2)ccc1O,O=C(Nc1cccnn1)c1ccccc1,2.0515,110.36,0.779313491
